"SRR1917694_sorted"	"SRR1917695_sorted"	"SRR1917696_sorted"	"SRR1917697_sorted"	"SRR1917698_sorted"	"SRR1917699_sorted"	"SRR1917700_sorted"	"SRR1917701_sorted"	"SRR1917702_sorted"	"SRR1917703_sorted"	"SRR1917704_sorted"	"SRR1917705_sorted"	"SRR1917706_sorted"	"SRR1917707_sorted"	"SRR1917708_sorted"	"SRR1917709_sorted"	"SRR1917710_sorted"	"SRR1917711_sorted"	"SRR1917712_sorted"	"SRR1917713_sorted"	"SRR1917714_sorted"	"SRR1917715_sorted"
"gene:Rv0976c"	306	172	383	687	953	542	1470	555	224	1150	909	396	266	1154	942	2936	1586	1606	403	761	117	57
"gene:Rv0977"	464	221	413	952	1260	1025	1514	941	493	1754	1218	555	170	1066	977	1592	734	941	1005	1538	287	234
"gene:Rv0978c"	3	4	30	23	32	34	40	17	14	47	40	8	10	29	30	104	64	76	37	62	15	14
"gene:Rv0979c"	13	6	8	18	27	20	47	20	26	33	19	11	2	16	11	29	10	25	49	49	9	11
"gene:Rv0979A"	484	174	359	1644	1710	1251	2715	1501	752	2994	2110	846	141	890	789	622	322	474	2113	3561	511	266
"gene:Rv0980c"	20	13	36	85	64	81	99	61	48	131	125	54	4	52	82	184	94	120	79	158	18	33
"gene:Rv0981"	787	339	635	1507	2211	2055	2463	1106	895	2518	1973	855	291	1399	2450	1824	1104	955	1919	3060	586	445
"gene:Rv0982"	1806	952	1671	4071	5703	5110	5811	2788	1787	7520	5871	2323	647	3659	6421	6567	3332	3079	4520	8081	916	642
"gene:Rv0983"	2662	1590	3026	6455	7969	6596	7560	3864	2611	10763	8195	2914	1013	5401	8208	11283	5887	6504	7307	12672	1321	1075
"gene:Rv0984"	1265	520	993	2718	4257	3193	3920	1887	1220	5813	3927	2012	476	2930	3682	4159	2329	2326	2803	4756	499	363
"gene:Rv0985c"	85	32	114	244	236	177	292	137	108	366	278	62	34	142	100	204	66	126	333	608	128	100
"gene:Rv0986"	97	46	118	224	234	128	311	204	125	417	329	86	33	290	175	321	134	227	445	768	68	50
"gene:Rv0987"	709	246	525	1618	1908	1355	2598	1690	993	1756	1402	459	196	1534	1216	1557	609	914	2395	4086	574	464
"gene:Rv0988"	366	120	221	860	1069	786	1329	828	568	927	660	224	101	799	802	685	321	270	1148	2007	223	187
"gene:Rv0989c"	91	51	102	294	238	166	224	164	101	857	760	203	45	213	135	685	381	416	1199	2143	158	98
"gene:Rv0990c"	234	273	343	171	203	137	210	159	108	237	182	71	57	364	243	1375	687	857	184	380	237	199
"gene:Rv0991c"	836	1088	1358	264	288	183	354	277	293	319	208	75	61	525	246	2274	955	1581	525	783	493	509
"gene:Rv0992c"	144	59	100	323	427	305	448	202	126	640	538	310	54	241	545	411	232	301	350	630	27	49
"gene:Rv0993"	807	326	548	1400	1668	1066	3116	1524	987	3174	2431	1034	141	641	1305	881	469	448	2256	3641	300	203
"gene:Rv0994"	1102	352	686	2136	3120	2262	5398	2172	1691	4975	3540	1695	231	1303	2010	1608	845	1254	2433	4011	380	320
"gene:Rv0995"	295	115	256	914	1189	840	1693	806	504	1429	973	491	66	379	678	509	217	359	836	1375	184	136
"gene:Rv0996"	965	397	622	2206	3175	2354	2904	1556	1017	5572	4436	2216	252	1145	1424	1483	771	914	4130	7271	357	241
"gene:Rv0997"	630	262	419	1377	1696	1438	1352	736	541	2016	1702	649	115	769	930	412	204	326	2082	3734	172	117
"gene:Rv0998"	236	109	206	653	1008	820	953	467	278	1205	840	380	71	456	635	456	191	234	692	1137	148	108
"gene:Rv0999"	283	129	224	863	857	574	1160	526	297	1948	1575	539	85	522	579	492	230	329	1102	1907	150	83
"gene:Rv1000c"	178	103	171	542	902	782	759	396	234	1400	1063	367	114	514	781	665	275	263	933	1625	118	103
"gene:Rv1001"	507	276	434	1114	1455	1068	1645	817	484	2057	1527	575	119	876	1196	1430	711	821	1701	3051	355	195
"gene:Rv1002c"	374	146	293	1508	1930	1378	1564	953	518	2893	2347	943	202	1015	744	2124	1029	1285	2460	4406	359	150
"gene:Rv1003"	160	54	104	330	439	281	611	268	207	698	532	184	40	245	349	264	156	244	435	795	74	39
"gene:Rv1004c"	208	104	186	570	712	634	705	357	200	934	835	359	109	646	954	1161	636	853	322	634	87	58
"gene:Rv1005c"	307	122	219	678	961	911	1038	537	339	1042	890	299	157	804	1260	1302	669	812	614	1161	141	115
"gene:Rv1006"	3169	1411	2924	9608	11082	8359	17688	8453	4760	17324	13677	4890	1441	8527	8409	8553	4045	4672	12143	20153	3161	2403
"gene:Rv1007c"	546	218	518	1594	1930	1376	1859	1043	677	3069	2199	870	226	1353	1753	1920	888	1257	2650	4975	328	224
"gene:Rv1008"	93	35	83	239	287	229	357	215	133	565	463	161	44	199	192	279	116	164	497	826	48	35
"gene:Rv1009"	847	290	608	1593	2054	1513	3584	1451	1207	4799	3591	1628	426	2317	2369	1631	866	991	2570	4479	272	220
"gene:Rv1010"	585	257	530	1636	2130	1822	3167	1488	884	4744	3498	1613	419	2591	2278	1472	836	687	2503	4829	198	183
"gene:Rv1011"	293	110	207	663	759	670	1123	608	382	1767	1297	588	102	657	680	957	426	590	1039	1788	164	119
"gene:Rv1012"	13	7	16	76	53	31	85	33	18	146	110	27	5	62	43	107	38	61	80	120	17	10
"gene:Rv1013"	849	313	623	2807	3465	2215	2587	1925	959	8307	7107	2146	471	2613	2383	10335	5114	8178	9904	16376	1271	868
"gene:Rv1014c"	49	18	60	201	249	142	371	182	105	539	319	160	16	143	112	142	61	84	240	470	47	53
"gene:Rv1015c"	515	222	547	2057	2044	1390	3715	1444	967	4550	3348	1139	250	1521	1091	1660	810	975	2096	3263	910	698
"gene:Rv1016c"	200	108	246	897	1243	894	892	538	244	2287	1717	497	101	785	574	789	306	483	1694	2784	249	208
"gene:Rv1017c"	2134	1160	1947	4998	5270	3466	6330	3505	1992	7214	5733	1923	706	3660	3875	3552	1735	2259	7039	12453	1414	860
"gene:Rv1018c"	1747	803	1536	4084	4855	3535	6289	3594	1970	7256	5454	2131	579	3135	3407	3641	1602	2221	5050	9212	858	604
"gene:Rv1019"	422	266	390	685	770	688	1309	605	453	994	653	270	115	745	1031	1941	928	920	862	1496	244	147
"gene:Rv1020"	889	353	660	2470	3390	2696	2641	1398	864	5234	4022	1897	427	2262	3580	4101	2014	2657	3785	6596	477	343
"gene:Rv1021"	231	98	194	728	799	686	664	412	259	1344	1004	363	97	601	817	886	439	471	1257	2159	122	114
"gene:Rv1022"	137	91	123	383	542	418	451	234	180	819	591	242	53	297	389	471	189	220	656	1219	68	76
"gene:Rv1023"	338	163	330	923	1205	784	1113	701	387	1923	1517	662	78	567	780	543	298	343	1532	2551	168	133
"gene:Rv1024"	221	107	193	604	847	561	739	434	245	1164	911	359	75	470	610	405	217	236	955	1692	163	92
"gene:Rv1025"	104	63	95	231	343	282	348	175	66	463	279	155	27	145	216	133	74	87	292	607	53	44
"gene:Rv1026"	199	90	143	808	1178	913	996	568	285	1729	1362	680	73	431	736	373	152	160	834	1547	55	45
"gene:Rv1027c"	98	65	87	217	206	175	245	172	112	323	233	98	20	128	123	113	63	67	222	353	145	125
"gene:Rv1028c"	358	188	258	451	587	543	750	420	277	794	735	291	62	304	518	641	274	338	648	1186	300	205
"gene:Rv1028A"	2	5	2	12	14	7	20	10	4	31	24	9	0	0	3	3	0	7	11	24	29	11
"gene:Rv1029"	108	48	71	246	312	242	215	135	120	662	531	199	15	96	98	117	59	63	567	981	578	328
"gene:Rv1030"	120	66	105	465	574	431	369	228	155	814	741	339	11	151	178	157	79	100	713	1173	401	318
"gene:Rv1031"	114	59	81	290	332	322	305	214	107	550	400	189	36	212	203	170	85	77	370	633	255	155
"gene:Rv1032c"	312	145	302	1039	1220	710	734	528	259	2276	1767	766	105	623	616	442	220	183	1063	1892	152	97
"gene:Rv1033c"	420	244	287	934	1246	687	763	470	260	2330	1511	641	47	517	458	359	166	176	570	1265	109	66
"gene:Rv1034c"	4	2	0	8	11	9	5	5	1	13	21	4	0	14	13	7	11	6	17	17	0	2
"gene:Rv1035c"	14	10	29	67	100	71	111	41	17	154	121	61	6	31	67	36	18	32	74	120	9	3
"gene:Rv1036c"	31	10	16	67	75	56	91	40	41	103	91	42	15	42	35	24	15	14	103	158	12	6
"gene:Rv1037c"	39	13	40	94	122	86	174	114	48	231	89	47	9	79	169	87	40	58	160	266	32	31
"gene:Rv1038c"	199	73	109	283	297	250	376	230	199	365	232	119	67	561	697	234	138	133	342	552	74	55
"gene:Rv1039c"	44	35	56	34	33	34	55	47	18	71	68	13	2	32	34	97	58	40	48	79	39	35
"gene:Rv1040c"	13	9	19	15	43	39	60	30	29	72	55	25	1	26	24	67	49	49	43	56	26	30
"gene:Rv1041c"	339	189	403	970	1289	941	1507	875	434	1716	1329	527	197	1224	1105	2808	1451	1403	1046	1981	453	369
"gene:Rv1042c"	52	24	42	179	149	141	229	141	71	292	233	61	19	109	79	120	71	58	144	301	33	33
"gene:Rv1043c"	360	143	315	1437	1922	1544	1387	684	566	3546	2690	1031	362	2127	2642	2185	1076	959	2568	4195	221	184
"gene:Rv1044"	65	76	79	89	149	89	167	81	68	189	137	50	42	271	539	587	285	309	374	515	44	34
"gene:Rv1045"	100	65	119	156	248	172	217	123	91	316	319	109	78	428	707	632	273	332	672	1212	58	60
"gene:Rv1046c"	1184	1051	2083	4820	6484	4552	6286	3207	1820	8145	6376	1939	673	4465	4829	4530	2092	2447	5265	9082	2145	1728
"gene:Rv1047"	25	8	31	70	68	66	80	44	31	385	384	108	17	82	58	109	50	51	108	209	29	16
"gene:Rv1048c"	329	609	683	213	213	153	261	158	87	341	259	92	32	137	171	443	182	283	347	539	109	78
"gene:Rv1049"	82	62	94	128	168	115	121	77	49	245	187	82	24	133	121	239	122	165	232	373	17	12
"gene:Rv1050"	35	12	29	75	125	66	69	48	39	229	142	61	10	71	71	97	43	69	164	331	23	11
"gene:Rv1051c"	7	2	9	9	12	15	17	11	3	46	22	9	1	10	8	3	2	0	30	41	3	4
"gene:Rv1052"	300	175	240	589	670	451	890	442	253	1175	830	293	62	401	433	404	161	182	790	1305	222	180
"gene:Rv1053c"	0	0	1	2	3	1	9	0	3	10	8	0	0	0	0	2	0	2	4	1	0	0
"gene:Rv1054"	267	114	244	830	851	683	1440	736	395	1369	1077	432	68	453	462	336	126	141	931	1453	175	102
"gene:Rv1055"	26	22	36	94	95	90	114	48	18	203	107	32	6	47	47	23	16	12	88	199	16	15
"gene:Rv1056"	275	143	296	797	859	737	1192	657	388	1346	931	381	109	540	621	629	280	266	848	1449	270	181
"gene:Rv1057"	271	157	350	125	1721	1644	176	101	128	309	311	117	262	1646	2163	3161	1514	1483	588	1092	327	296
"gene:Rv1058"	265	108	170	343	463	371	680	448	294	985	664	285	95	584	635	1081	479	593	928	1511	188	112
"gene:Rv1059"	321	235	250	653	758	576	789	518	326	1212	891	434	62	367	344	493	248	302	1120	2123	178	151
"gene:Rv1060"	208	72	105	716	690	442	465	301	204	1424	1078	437	39	235	235	366	113	210	1063	1733	79	101
"gene:Rv1061"	166	78	135	506	579	349	475	295	170	923	785	265	98	343	460	480	234	300	611	1012	102	61
"gene:Rv1062"	142	53	98	380	704	517	535	271	147	1008	722	358	53	326	492	376	208	208	365	716	67	53
"gene:Rv1063c"	386	256	394	782	1413	1135	943	515	351	1401	1041	447	120	743	1165	1813	1054	1065	1227	2534	244	142
"gene:Rv1064c"	93	39	73	205	180	182	319	143	94	246	212	108	39	221	203	263	146	172	167	287	57	27
"gene:Rv1065"	2672	852	2134	2621	3615	2611	4481	2410	1589	3623	2702	1136	1043	6605	7469	11580	7223	9805	1983	4030	3715	2687
"gene:Rv1066"	472	69	244	566	612	528	912	360	284	1057	695	404	253	1736	2563	2464	1434	1970	384	533	390	337
"gene:Rv1067c"	43	27	29	96	129	109	143	60	29	412	281	147	30	153	216	247	142	162	113	202	11	15
"gene:Rv1068c"	23	10	16	97	113	92	65	50	22	256	204	100	26	120	174	133	84	77	122	171	7	7
"gene:Rv1069c"	525	174	317	1447	1967	1593	1016	649	443	2641	2074	855	250	1306	1608	2051	980	1225	2716	4760	296	210
"gene:Rv1070c"	295	138	212	735	1011	729	538	410	230	1600	1337	616	139	572	709	840	477	621	1542	2680	135	73
"gene:Rv1071c"	332	186	326	962	1203	851	840	510	333	1685	1189	453	117	787	972	1140	571	751	1941	3372	170	85
"gene:Rv1072"	15775	8504	14468	27513	35511	28837	29958	15862	14270	37229	25667	12613	4335	22084	29971	44197	21453	23602	31858	53243	5074	4477
"gene:Rv1073"	2086	884	1488	4136	5222	4447	5095	3002	2297	4908	3548	1490	798	5786	5401	6157	2869	3283	3113	4961	848	775
"gene:Rv1074c"	1973	913	1610	4444	6214	4288	7558	4075	2320	7793	5536	2184	830	4811	6880	6675	2986	4171	6889	12089	1248	913
"gene:Rv1075c"	52	19	30	144	185	116	88	45	27	526	455	156	31	83	101	135	105	142	556	957	56	31
"gene:Rv1076"	233	117	137	563	809	484	368	255	193	1515	1243	456	48	268	336	231	151	181	2373	3709	151	114
"gene:Rv1077"	987	420	746	2143	3391	2400	2936	1499	949	4368	2885	1179	272	1539	2358	2179	1046	1295	3680	6166	350	260
"gene:Rv1078"	1911	977	2231	7341	8566	6032	8105	6033	3101	12736	9587	4431	861	3771	2689	2969	1421	2241	9326	16201	1513	1071
"gene:Rv1079"	1263	433	805	4399	5568	4166	5171	4146	2029	6277	4518	2225	389	2069	1485	1528	826	1080	4491	7851	918	568
"gene:Rv1080c"	3003	1664	3752	10271	11836	9661	10943	4982	3392	19637	14822	5492	1311	7219	8755	5984	2814	3021	14472	22706	1807	1512
"gene:Rv1081c"	165	73	190	519	476	343	654	349	145	1006	654	236	123	542	368	581	248	365	391	802	186	147
"gene:Rv1082"	539	268	423	1243	1637	1180	1679	960	542	1963	1619	613	184	1131	1704	2225	1083	1317	1419	2386	435	389
"gene:Rv1083"	77	27	26	99	122	110	113	74	61	73	77	18	11	43	75	102	63	61	98	193	23	19
"gene:Rv1084"	436	193	325	1145	1564	1372	1424	715	409	1868	1501	620	147	1016	1492	1887	1055	1414	872	1574	242	239
"gene:Rv1085c"	593	205	431	1237	1578	1227	2023	1126	653	2559	1963	701	141	870	976	988	524	592	1711	2766	205	113
"gene:Rv1086"	463	221	367	1100	1549	1349	1237	632	495	1793	1244	586	198	1188	1857	3904	1827	2032	1561	2512	356	269
"gene:Rv1087"	733	287	604	1282	1847	1698	2785	1101	913	2141	1610	854	341	1650	2396	2654	1561	1478	862	1367	365	328
"gene:Rv1087A"	1	0	6	25	39	22	40	15	15	38	40	8	6	39	21	34	18	13	18	26	11	21
"gene:Rv1088"	4	3	7	4	20	7	30	14	7	37	39	3	9	17	25	33	8	27	7	35	3	0
"gene:Rv1089"	2	5	4	9	25	20	28	13	5	23	21	7	2	19	21	35	14	11	12	32	2	7
"gene:Rv1089A"	3	0	8	29	18	19	27	14	10	26	18	5	6	16	11	35	13	20	16	16	9	11
"gene:Rv1090"	77	32	33	137	162	114	233	106	83	317	242	86	16	111	107	121	67	94	188	314	38	38
"gene:Rv1091"	611	232	441	1418	1854	1627	2488	967	791	2811	2291	1157	320	1416	2251	2110	1162	1312	1267	1993	224	154
"gene:Rv1092c"	414	255	466	1139	1745	1268	1192	732	439	2207	1579	474	116	756	1523	1151	546	606	2182	3951	239	187
"gene:Rv1093"	1363	686	1460	3782	4216	3469	4751	2492	1642	7132	5533	2205	543	2923	4010	5397	2661	3136	4948	8518	791	479
"gene:Rv1094"	12418	6503	12295	37410	58322	46186	58221	24052	17436	57618	42482	16197	3244	17759	27992	25022	13075	15137	26352	42724	5931	3854
"gene:Rv1095"	3214	1431	2915	10844	16653	12786	15882	6823	4269	24424	17352	7617	1805	9976	16387	13806	6859	6959	9170	15674	1258	1052
"gene:Rv1096"	721	472	871	3177	3171	2541	4341	2521	1239	5928	4573	1449	383	2585	2027	2401	1091	1192	4094	7200	1022	691
"gene:Rv1097c"	774	310	827	2871	3853	3005	3150	1874	1020	4510	3556	1340	333	2019	2253	1828	827	1008	4123	7771	687	444
"gene:Rv1098c"	1329	648	1099	3566	5061	3280	4484	2406	1426	6796	5040	1961	488	2759	3625	2904	1429	1676	5679	9923	792	530
"gene:Rv1099c"	682	297	606	1551	2176	1563	2301	1229	693	3590	2787	1129	232	1261	1913	1477	674	809	2589	4746	221	150
"gene:Rv1100"	629	264	525	1489	1990	1552	2054	1108	577	1885	1603	520	186	1119	2082	2019	1022	1082	1607	2814	291	199
"gene:Rv1101c"	962	511	925	2303	2855	2029	3091	1715	1048	3017	2218	1004	276	1493	1724	1844	949	1103	3734	6473	495	379
"gene:Rv1102c"	205	174	287	610	924	674	707	394	196	1113	1035	446	56	355	369	423	212	270	1425	2646	157	102
"gene:Rv1103c"	295	204	349	502	622	445	607	425	259	673	563	275	70	350	346	843	418	367	1093	1755	155	167
"gene:Rv1104"	242	100	210	642	744	538	843	475	259	1297	968	346	90	565	593	720	356	505	986	1877	158	122
"gene:Rv1105"	20	13	21	88	97	90	69	43	27	209	182	42	6	85	64	109	46	46	115	229	27	31
"gene:Rv1106c"	311	102	237	914	1080	813	1436	713	379	2143	1632	604	190	1116	1647	1089	459	594	1581	2547	194	146
"gene:Rv1107c"	71	35	35	144	189	167	254	94	77	344	254	111	12	131	226	122	68	75	297	402	30	20
"gene:Rv1108c"	437	206	450	1442	2084	1783	2130	1009	560	4002	2928	1473	325	1770	2508	2050	1024	937	1811	3422	233	133
"gene:Rv1109c"	1515	584	1320	2102	3062	2033	3052	1664	1327	3978	3615	1455	364	1763	3004	2416	1117	1330	4123	6963	496	366
"gene:Rv1110"	1391	681	1104	2498	3251	2776	4068	1891	1366	3427	2248	1108	386	2581	4171	5194	2522	3105	3971	6665	750	550
"gene:Rv1111c"	1122	514	965	3818	4206	2922	4093	2125	1429	9178	7026	2826	531	2819	2777	4100	2187	2328	6731	11147	756	475
"gene:Rv1112"	43	15	38	186	209	139	186	146	62	403	300	137	22	173	188	293	175	193	396	605	50	22
"gene:Rv1113"	13	6	14	27	33	31	33	30	20	73	67	35	3	29	29	43	19	18	96	155	4	8
"gene:Rv1114"	69	27	48	234	290	253	226	192	102	487	333	160	37	145	172	179	89	108	524	780	62	51
"gene:Rv1115"	20	13	34	181	250	171	172	93	50	532	423	168	29	154	170	187	57	118	424	729	48	31
"gene:Rv1116"	0	0	3	7	7	5	8	8	4	45	39	11	1	15	22	10	3	11	36	54	1	8
"gene:Rv1116A"	210	76	174	520	553	396	972	504	329	639	457	187	53	296	270	206	96	103	576	943	108	78
"gene:Rv1117"	1142	600	1033	2753	3135	2077	4445	2369	1475	5442	3810	1265	324	2141	3156	3376	1437	1683	4225	6703	725	679
"gene:Rv1118c"	219	104	143	593	719	530	853	499	297	932	759	285	66	375	241	269	124	142	621	1143	101	63
"gene:Rv1119c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
"gene:Rv1120c"	15	2	1	3	10	1	6	6	9	10	10	5	0	8	8	5	2	3	5	17	3	2
"gene:Rv1121"	810	466	833	2362	3047	2526	3938	1894	1003	4843	3333	1488	229	1340	1759	949	449	409	2747	4642	445	375
"gene:Rv1122"	608	336	695	2179	2571	2270	2945	1430	806	3413	2525	1139	209	1059	1270	645	329	274	2664	4473	318	191
"gene:Rv1123c"	392	144	228	717	1060	641	1229	548	383	1841	1256	532	93	417	592	357	177	182	939	1592	126	86
"gene:Rv1124"	177	57	179	400	509	343	489	225	164	932	662	316	38	228	286	170	102	116	389	704	45	50
"gene:Rv1125"	167	76	193	511	715	586	615	313	160	1148	841	367	86	273	315	204	99	124	548	978	113	72
"gene:Rv1126c"	267	147	257	600	857	819	776	403	219	1253	1020	288	61	397	508	339	204	178	706	1265	200	131
"gene:Rv1127c"	609	316	677	1240	1614	1334	1881	945	605	2550	2096	745	168	823	1428	763	365	358	1882	3134	352	282
"gene:Rv1128c"	289	353	562	286	346	285	354	240	135	1145	848	297	42	272	234	187	63	89	718	1051	239	135
"gene:Rv1129c"	62	58	77	150	124	104	213	93	90	1714	1416	413	71	377	535	332	195	150	366	760	561	527
"gene:Rv1130"	40	22	37	58	18	23	175	102	63	3589	3158	939	19	95	179	137	64	119	142	244	4923	4405
"gene:Rv1131"	12	8	13	12	10	8	80	40	12	1827	1624	469	15	34	63	50	61	35	56	104	2554	2444
"gene:Rv1132"	604	293	479	1133	1382	1076	1703	883	571	3105	2437	1017	111	403	490	324	151	178	2101	3619	790	882
"gene:Rv1133c"	9817	3426	10402	47035	67370	43480	60811	25333	15272	70292	53554	23765	8135	39271	44832	38246	18296	22643	39467	71052	5053	3218
"gene:Rv1134"	14	14	26	96	83	82	160	89	43	160	115	31	24	122	117	62	34	38	69	117	30	23
"gene:Rv1135c"	148	97	156	387	418	310	559	295	149	680	488	134	50	427	446	447	187	277	468	796	173	108
"gene:Rv1135A"	9	0	3	25	20	9	32	13	11	31	26	13	4	6	8	9	0	2	26	27	3	0
"gene:Rv1136"	13	5	18	34	43	29	52	40	14	105	77	14	2	23	15	20	7	5	44	75	12	4
"gene:Rv1137c"	26	13	26	83	116	111	107	57	23	254	154	32	19	70	41	41	30	36	99	160	41	23
"gene:Rv1138c"	195	55	144	336	461	323	536	267	166	652	405	190	37	193	281	217	95	102	351	631	139	98
"gene:Rv1139c"	270	92	187	462	561	402	742	407	233	709	501	197	34	208	270	203	91	83	521	647	235	192
"gene:Rv1140"	538	320	508	1683	1904	1544	1869	1050	496	3948	3168	1118	130	747	811	989	544	451	2953	4731	463	311
"gene:Rv1141c"	237	133	195	580	767	457	1084	597	329	1348	1021	304	53	551	411	558	275	362	779	1226	367	205
"gene:Rv1142c"	686	319	699	1560	2483	2030	1759	800	540	3361	2587	1031	234	1373	2365	1314	625	504	2606	4173	143	114
"gene:Rv1143"	105	46	86	349	498	312	481	232	115	899	662	225	83	341	425	416	204	189	439	737	86	69
"gene:Rv1144"	52	26	77	298	434	296	385	185	90	717	517	172	16	218	246	314	147	180	324	628	58	47
"gene:Rv1145"	189	73	140	206	258	215	435	237	168	343	285	122	52	321	385	282	123	138	259	543	71	86
"gene:Rv1146"	217	104	125	373	467	341	685	352	278	539	312	163	89	428	453	351	182	182	435	661	91	81
"gene:Rv1147"	65	39	57	123	148	135	265	134	101	214	218	108	28	150	181	99	63	47	179	310	33	28
"gene:Rv1148c"	509	198	447	923	1192	888	1184	699	475	1394	1092	328	178	1200	1531	2615	1274	1549	1102	2186	637	429
"gene:Rv1149"	420	228	410	1070	1409	1092	1653	1052	568	1796	1301	494	180	1069	1123	2690	1576	1546	1153	2260	412	341
"gene:Rv1151c"	381	215	367	672	901	713	658	419	241	753	608	224	111	533	660	730	349	388	824	1349	112	110
"gene:Rv1152"	319	179	265	747	998	755	565	356	187	657	494	170	59	482	620	1035	732	632	788	1320	144	131
"gene:Rv1153c"	163	83	146	409	560	379	637	335	202	823	618	296	69	465	477	524	232	275	698	1024	142	127
"gene:Rv1154c"	49	37	63	95	132	95	185	103	79	215	139	60	24	116	164	148	90	94	164	217	32	25
"gene:Rv1155"	1193	539	993	1989	2670	2266	2769	1573	1131	2545	2001	920	225	1266	2377	1642	810	963	2479	3968	478	345
"gene:Rv1156"	2409	1158	1904	4819	6946	5329	6589	3633	2581	7680	5431	2444	710	3656	5227	5328	2714	2891	8238	13426	995	679
"gene:Rv1157c"	1202	520	857	3409	4220	2964	2474	1705	903	4649	3937	1749	110	441	566	83	46	78	4808	9057	217	195
"gene:Rv1158c"	1213	537	1034	3968	4757	3058	2923	2057	1124	5216	4849	2081	160	617	647	98	45	78	5508	10259	256	139
"gene:Rv1159"	637	338	555	1466	1792	1383	2111	1128	751	1972	1315	557	267	1331	2106	1582	705	883	1795	2966	391	279
"gene:Rv1159A"	946	454	750	1331	1773	1627	2127	1200	844	1811	1249	422	147	1017	1517	1587	785	966	2170	3599	470	380
"gene:Rv1160"	102	54	122	314	394	265	529	265	156	770	567	223	48	326	383	179	89	111	424	608	98	70
"gene:Rv1161"	10184	4869	8116	17076	22200	16820	43303	21468	13803	23294	17131	7266	3413	19590	33487	34473	17454	16913	13628	23343	10154	8859
"gene:Rv1162"	2224	893	1717	4700	6258	4626	10589	5442	3624	6288	4404	1813	874	4609	7343	7120	3345	3319	3588	6166	2299	1863
"gene:Rv1163"	624	259	626	1748	2210	1835	3526	1969	1157	2193	1544	978	475	1989	3261	3914	1975	1580	1219	1884	883	668
"gene:Rv1164"	773	307	458	2077	2168	1659	4104	2433	1494	2553	1530	778	287	1534	2327	2500	1214	1105	1980	3256	864	831
"gene:Rv1165"	547	174	414	1996	2689	1950	3717	1928	1070	3611	2658	1109	282	1654	2749	1920	922	786	2055	3356	323	303
"gene:Rv1166"	1242	485	1236	4195	5435	4003	7130	3674	2002	7059	5101	2278	618	3491	4285	4563	2276	2326	4197	7466	855	616
"gene:Rv1167c"	674	323	697	1198	1705	1171	1789	955	595	1852	1370	448	258	1554	1892	1560	750	804	1611	3046	322	296
"gene:Rv1168c"	1599	1747	3254	1499	1426	1116	3533	1883	1819	1458	879	366	414	2832	2803	2368	1114	1261	1062	1580	813	782
"gene:Rv1169c"	426	617	1349	246	220	148	456	324	301	165	92	36	142	872	596	1168	521	594	110	176	239	257
"gene:Rv1170"	434	248	507	1050	1147	822	1977	939	575	1479	1174	435	338	2150	2213	1824	893	979	1148	1736	329	242
"gene:Rv1171"	876	496	855	1231	1365	1023	4208	2210	1216	1476	1021	501	275	1569	2118	1445	534	687	994	1700	674	499
"gene:Rv1172c"	3034	1529	3225	8705	9645	6806	14852	8139	4567	11649	7917	2892	655	4389	3197	4637	2065	2867	6622	11772	3170	2471
"gene:Rv1173"	3122	1286	2417	6794	11036	7926	9881	5154	3307	14387	9940	4384	1051	6044	10758	9196	4869	5332	8629	15230	1015	790
"gene:Rv1174c"	6113	2884	6411	18681	25044	18690	36675	17592	9034	20404	13777	4306	2718	17805	21166	14035	5558	7781	14181	26803	4409	3243
"gene:Rv1175c"	1718	1103	1857	3391	3890	2780	4482	2474	1515	4846	3854	1415	439	2647	3066	3087	1388	1944	4878	8344	1070	689
"gene:Rv1176c"	173	106	229	227	252	154	379	212	125	378	288	85	26	281	249	308	85	207	325	646	120	86
"gene:Rv1177"	1051	563	1189	2961	4849	3803	4005	2130	1606	4087	3400	923	188	1493	1871	1837	906	1005	3201	4655	419	309
"gene:Rv1178"	1494	787	1605	5656	9799	7385	7828	3250	2126	13389	9419	4287	919	4966	7997	7169	3464	3763	4392	7370	400	291
"gene:Rv1179c"	1718	867	1481	4486	5736	4637	6124	3499	1983	5954	4333	1901	613	3147	4070	1230	645	772	3448	6366	1267	700
